name,date,cities,funct,lat,longi,idn,iplace,ibio,url
"Selva, Giovanni Antonio",1751 - 1819,Venedig,wirk0,45.438609,12.326670,117479624,1,0,http://www.deutsche-biographie.de/pnd117479624.html
"Selva, Giovanni Antonio",1751 - 1819,Venedig,wirk1,45.438609,12.326670,117479624,1,0,http://www.deutsche-biographie.de/pnd117479624.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd101008635.html
"Sesto, Cesare da",1477 - 1523,,,,,119295369,0,0,http://www.deutsche-biographie.de/pnd119295369.html
"Serbanescu, Marco",1972 - ,Trier,wirk0,49.755650,6.639350,1048600955,1,0,http://www.deutsche-biographie.de/pnd1048600955.html
"Sender, Ramón José",1901 - 1982,,,,,118764535,0,0,http://www.deutsche-biographie.de/pnd118764535.html
"Settala, Manfredo",1600 - 1680,,,,,117657549,0,0,http://www.deutsche-biographie.de/pnd117657549.html
"Serenius, Jacob",1700 - 1776,,,,,120633809,0,0,http://www.deutsche-biographie.de/pnd120633809.html
Serlo <Cornubiensis>,[um 960],,,,,103095276,0,0,http://www.deutsche-biographie.de/pnd103095276.html
"Sen, William",1975 - ,,,,,121019209,0,0,http://www.deutsche-biographie.de/pnd121019209.html
"Seydel, Eduard",1822 - 1881,Luxemburg,wirk0,49.750000,6.166669,1043022147,1,0,http://www.deutsche-biographie.de/pnd1043022147.html
"Seydel, Eduard",1822 - 1881,Dresden,wirk1,51.050890,13.738319,1043022147,1,0,http://www.deutsche-biographie.de/pnd1043022147.html
Severus <Milevitanus>,[4./5. Jh.],,,,,102405905,0,0,http://www.deutsche-biographie.de/pnd102405905.html
"Seyda, Władysław Kazimierz",1863 - 1939,,,,,133756491,0,0,http://www.deutsche-biographie.de/pnd133756491.html
"Sennett, Richard",1943 - ,,,,,12263991X,0,0,http://www.deutsche-biographie.de/pnd12263991X.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd124768644.html
"Sestini, Domenico",1750 - 1832,,,,,119066807,0,0,http://www.deutsche-biographie.de/pnd119066807.html
"Serger, Carl Friedrich",1745 - ,,,,,1019755334,0,0,http://www.deutsche-biographie.de/pnd1019755334.html
"Sepp, Jan Christiaan",1739 - 1811,Amsterdam,wirk0,52.374029,4.889689,100335306,1,0,http://www.deutsche-biographie.de/pnd100335306.html
"Sepp, Jan Christiaan",1739 - 1811,Amsterdam,wirk1,52.374029,4.889689,100335306,1,0,http://www.deutsche-biographie.de/pnd100335306.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd12119423X.html
"Serpilius, Samuel Wilhelm",1730,,,,,129848093,0,0,http://www.deutsche-biographie.de/pnd129848093.html
"Sense, Torsten",1961 - 1982-2010,Berlin,wirk0,52.500000,13.416669,131727648,1,0,http://www.deutsche-biographie.de/pnd131727648.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd135753074.html
Severus <Antiochenus>,[465] - [538],Sozopol,wirk0,42.416670,27.699999,11879681X,1,0,http://www.deutsche-biographie.de/pnd11879681X.html
"Senfft, Christoph",1570 - 1635,Lauingen (Donau),wirk0,48.567749,10.427060,130065293,1,0,http://www.deutsche-biographie.de/pnd130065293.html
Semeronius <Babylonius>,[Person der Antike],,,,,102405689,0,0,http://www.deutsche-biographie.de/pnd102405689.html
"Selle, Friedrich",1879 - 1927,,,,,104857492X,0,0,http://www.deutsche-biographie.de/pnd104857492X.html
"Semler, Johann Dietrich",1587 - 1629,Nürnberg,wirk0,49.454166,11.775000,1019749350,1,0,http://www.deutsche-biographie.de/pnd1019749350.html
"Semler, Johann Dietrich",1587 - 1629,Nürnberg,wirk1,49.454166,11.775000,1019749350,1,0,http://www.deutsche-biographie.de/pnd1019749350.html
"Selten, J.",1830,Braunschweig,wirk0,52.265940,10.526730,1048577368,1,0,http://www.deutsche-biographie.de/pnd1048577368.html
"Selinger, Engelbert Maximilian",1802 - 1862,Wien,wirk0,48.208199,16.371690,1033734527,1,0,http://www.deutsche-biographie.de/pnd1033734527.html
"Sellmer, Th. G.",1879[19. Jh.],Ulm,wirk0,48.398409,9.991550,1046900544,1,0,http://www.deutsche-biographie.de/pnd1046900544.html
"Serda, Julia",1875 - 1965,Wien,wirk0,48.208199,16.371690,117257753,1,0,http://www.deutsche-biographie.de/pnd117257753.html
"Serda, Julia",1875 - 1965,Dresden,wirk1,51.050890,13.738319,117257753,1,0,http://www.deutsche-biographie.de/pnd117257753.html
"Semino, Andrea",1525 - 1595,,,,,123324572,0,0,http://www.deutsche-biographie.de/pnd123324572.html
"Selden, John",1584 - 1654,,,,,118796127,0,0,http://www.deutsche-biographie.de/pnd118796127.html
"Sessions, Roger",1896 - 1985,,,,,119514893,0,0,http://www.deutsche-biographie.de/pnd119514893.html
"Sellge, Klaus",1957 - 2004,Köln,wirk0,50.933333,6.950000,1048575683,1,0,http://www.deutsche-biographie.de/pnd1048575683.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd119171724.html
"Semënov, Julian S.",1931 - 1993,,,,,118867202,0,0,http://www.deutsche-biographie.de/pnd118867202.html
"Selber, Martin",1924 - 2006,Dresden,wirk0,51.050890,13.738319,121603725,1,0,http://www.deutsche-biographie.de/pnd121603725.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd17427176X.html
"Selheim, Thomas",1975 - ,,,,,103738699X,0,0,http://www.deutsche-biographie.de/pnd103738699X.html
"Sellem, Marie-Lou",1966 - ,Göttingen,wirk0,51.539329,9.934060,138741093,1,0,http://www.deutsche-biographie.de/pnd138741093.html
"Serponte et Bregaziis, Franciscus Ferdinandus de",1678,Prag,wirk0,50.088039,14.420759,115861610,1,0,http://www.deutsche-biographie.de/pnd115861610.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd1015899137.html
"Sergel, Albert",1876 - 1946,Peine,wirk0,52.319279,10.235200,117466689,1,0,http://www.deutsche-biographie.de/pnd117466689.html
"Sergel, Albert",1876 - 1946,Berlin,wirk1,52.500000,13.416669,117466689,1,0,http://www.deutsche-biographie.de/pnd117466689.html
"Seutter von Lötzen, Hans",1875 - 1968,,,,,133756475,0,0,http://www.deutsche-biographie.de/pnd133756475.html
"Sell, Janne",1972 - 1996,Isny im Allgäu,wirk0,47.692599,10.038569,1048492192,1,0,http://www.deutsche-biographie.de/pnd1048492192.html
"Sepúlveda, Juan Ginés de",1490 - 1573,,,,,118796194,0,0,http://www.deutsche-biographie.de/pnd118796194.html
"Senge-Platten, Eugen",1890 - ,,,,,118764586,0,0,http://www.deutsche-biographie.de/pnd118764586.html
"Severini, Gino",1883 - 1966,Cortona,wirk0,43.274670,11.985329,118796798,1,0,http://www.deutsche-biographie.de/pnd118796798.html
"Severini, Gino",1883 - 1966,Paris,wirk1,48.853409,2.348800,118796798,1,0,http://www.deutsche-biographie.de/pnd118796798.html
Serenus <Sammonicus>,[212],,,,,102405794,0,0,http://www.deutsche-biographie.de/pnd102405794.html
"Seni, Giovanni Battista",1600 - 1656,,,,,118764616,0,0,http://www.deutsche-biographie.de/pnd118764616.html
"Seligmann, Rafael",1947 - ,Tel Aviv,wirk0,32.080880,34.780569,115833692,1,0,http://www.deutsche-biographie.de/pnd115833692.html
"Seufferheld, Heinrich",1866 - 1940,,,,,117470899,0,0,http://www.deutsche-biographie.de/pnd117470899.html
Serapion <Tragicus>,[1. Jh.],,,,,102405735,0,0,http://www.deutsche-biographie.de/pnd102405735.html
,,,,,,,0,0,http://www.deutsche-biographie.de/pnd123249511.html
"Seufferheld, Sebastian",1649,Nürnberg,wirk0,49.454166,11.775000,1019749342,1,0,http://www.deutsche-biographie.de/pnd1019749342.html
"Sevecke, Torsten",1962 - ,Hamburg,wirk0,53.583329,10.000000,118047426,1,0,http://www.deutsche-biographie.de/pnd118047426.html
Seleucus <Emesenus>,[3./4. Jh.],,,,,102405662,0,0,http://www.deutsche-biographie.de/pnd102405662.html
"Semkov, Milen",1934 - ,,,,,132360284,0,0,http://www.deutsche-biographie.de/pnd132360284.html
"Sextius Paconianus, Lucius",[1. Jh.],,,,,102405956,0,0,http://www.deutsche-biographie.de/pnd102405956.html
"Sextius, Quintus",[50v.Chr.-10n.Chr.],,,,,10240593X,0,0,http://www.deutsche-biographie.de/pnd10240593X.html
"Senden, Gerard Heinrich van",1793 - 1851,Groningen,wirk0,53.219169,6.566670,1048592154,1,0,http://www.deutsche-biographie.de/pnd1048592154.html
"Senden, Gerard Heinrich van",1793 - 1851,Zwolle,wirk1,52.512500,6.094439,1048592154,1,0,http://www.deutsche-biographie.de/pnd1048592154.html
"Senna, Ayrton",1960 - 1994,,,,,119032058,0,0,http://www.deutsche-biographie.de/pnd119032058.html
"Severin, W.",1809 - 1888,Düsseldorf,wirk0,51.221719,6.776160,1042804575,1,0,http://www.deutsche-biographie.de/pnd1042804575.html
"Semrau, Elfriede",1922 - 2004,Wien,wirk0,48.208199,16.371690,120297019,1,0,http://www.deutsche-biographie.de/pnd120297019.html
"Semrau, Elfriede",1922 - 2004,Wien,wirk1,48.208199,16.371690,120297019,1,0,http://www.deutsche-biographie.de/pnd120297019.html
"Selby, Walford",1881 - 1965,,,,,123440262,0,0,http://www.deutsche-biographie.de/pnd123440262.html
"Serpilius, Samuel",1677 - 1750,Ödenburg,wirk0,47.685009,16.590489,1035833689,1,0,http://www.deutsche-biographie.de/pnd1035833689.html
"Serpilius, Samuel",1677 - 1750,Regensburg,wirk1,49.015000,12.095560,1035833689,1,0,http://www.deutsche-biographie.de/pnd1035833689.html
