name,date,leben,lengthleben,idn,iplace,ibio,url
"Tiedemann, Heinz",1923 bis 2004,,0,124055249,0,0,http://www.deutsche-biographie.de/sfzT2026-5.html
"Tilden, Jane",1910 bis 2002,,0,117382221,1,0,http://www.deutsche-biographie.de/sfzT2142.html
"Tornau, Otto",1886 bis 1982,,0,118838385,0,0,http://www.deutsche-biographie.de/sfzT2638-5.html
"Tobler, Ludwig",1877 bis 1915,,0,143444336,1,0,http://www.deutsche-biographie.de/sfzT2409.html
"Toldt, Carl",1840 bis 1920,,0,117393665,0,0,http://www.deutsche-biographie.de/sfzT2535.html
"Todd, Bobby",1904 bis 1980,,0,132277093,0,0,http://www.deutsche-biographie.de/sfz117533.html
"Toerring-Jettenbach, Hans-Veit Graf",1862 bis 1929,,0,128000139,1,0,http://www.deutsche-biographie.de/sfzT2519.html
"Titus, Albert",1872 bis 1938,,0,126949069,0,0,http://www.deutsche-biographie.de/sfzT2364.html
"Tintelnot, Hans",1909 bis 1970,,0,136405746,0,0,http://www.deutsche-biographie.de/sfzT2273.html
"Thölde, Johann",um 1565    bis um 1614   ,,0,118801996,0,0,http://www.deutsche-biographie.de/sfz130362.html
"Tobler, Ernst",1878 bis 1964,,0,101712065X,0,0,http://www.deutsche-biographie.de/sfz120096.html
"Torczyner, Harry",1886 bis 1973,,0,104268786,1,0,http://www.deutsche-biographie.de/sfzT2630-5.html
"Touchemolin, Joseph",1727 bis 1801,,0,12340312X,0,0,http://www.deutsche-biographie.de/sfzT2675.html
"Torley, Karl",1867 bis 1938,,0,129967742,0,0,http://www.deutsche-biographie.de/sfzT2637-5.html
"Torrensius, Hieronymus",1527 bis 1611,,0,128678534,0,0,http://www.deutsche-biographie.de/sfzT2647.html
"Tollner, Karl Ludwig",1660 bis 1715,,0,128393327,0,0,http://www.deutsche-biographie.de/sfz114051.html
"Tornquist, Alexander",1868 bis 1944,,0,117406562,0,0,http://www.deutsche-biographie.de/sfz74976.html
"Tiedemann, Leo von",geboren 1918,,0,139329420,0,0,http://www.deutsche-biographie.de/sfz106556.html
"Touschek, Bruno",1921 bis 1978,,0,122195752,0,0,http://www.deutsche-biographie.de/sfzT2681-5.html
"Torri, Pietro",um 1650 bis 1737,,0,120890437,1,0,http://www.deutsche-biographie.de/sfzT2653.html
"Tischer, Johann Nikolaus",1707 bis 1774,,0,131358685,0,0,http://www.deutsche-biographie.de/sfzT2316-5.html
"Tonko, Bernhard",1912 bis 1982,,0,129101222,0,0,http://www.deutsche-biographie.de/sfzT2598.html
Thyssen,unbekannt,,0,119025043,0,0,http://www.deutsche-biographie.de/sfzT1977.html
"Tietz, Leonhard",1849 bis 1914,,0,120882604,0,0,http://www.deutsche-biographie.de/sfzT2112.html
"Tiwisina, Josef",1913 bis 1991,,0,118622986,0,0,http://www.deutsche-biographie.de/sfzT2375.html
"Tobold, Adalbert von",1827 bis 1907,,0,117628271,0,0,http://www.deutsche-biographie.de/sfzT2413.html
Traber,unbekannt,,0,134064062,0,0,http://www.deutsche-biographie.de/sfzT2693.html
"Thurneysen, Johann Jakob d. J.",1754 bis 1803,,0,123905613,1,0,http://www.deutsche-biographie.de/sfzT1943.html
"Tobias, Fritz",1912 bis 2011,,0,143048066,1,0,http://www.deutsche-biographie.de/sfzT2386-5.html
"Thürmer, Walter Ernst Bernhard",1896 bis 1971,,0,133635287,1,0,http://www.deutsche-biographie.de/sfzT1809.html
"Thurn, Everard Sir Im-",1852 bis 1932,,0,104278706,0,0,http://www.deutsche-biographie.de/sfzT1895.html
"Tolle, Max Christian Wilhelm Karl",1864 bis 1945,,0,117628468,0,0,http://www.deutsche-biographie.de/sfzT2548.html
"Tischleder, Peter",1861 bis 1947,,0,117400769,0,0,http://www.deutsche-biographie.de/sfzT2319.html
"Tiedge, Hansjoachim",1937 bis 2011,,0,119006014,1,0,http://www.deutsche-biographie.de/sfzT2033.html
"Tollius, Alexander",gestorben 1675,,0,10078271X,0,0,http://www.deutsche-biographie.de/sfz82797.html
"Titus, Heinrich Wilhelm",1857 bis 1924,,0,13830324X,0,0,http://www.deutsche-biographie.de/sfz74971.html
"Tießler, Walter",1903 bis 1984,,0,142202266,0,0,http://www.deutsche-biographie.de/sfzT2094.html
"Tietz, August",1845 bis 1923,,0,1013857569,0,0,http://www.deutsche-biographie.de/sfz115961.html
"Tilmann, Otto",1862 bis 1934,,0,117384542,1,0,http://www.deutsche-biographie.de/sfzT2212.html
"Thyssen-Bornemisza, Hans Heinrich",1921 bis 2002,,0,118841629,0,0,http://www.deutsche-biographie.de/sfzT1987.html
