name,date,leben,lengthleben,idn,iplace,ibio,url
"Boehm, Gustav",1827 bis 1900,,0,133986551,0,0,http://www.deutsche-biographie.de/sfz014_00401_1.html
"Boening, Dieter",1942 bis 2002,,0,108179524,0,0,http://www.deutsche-biographie.de/sfz015_00099_1.html
"Bodesheim, Wilhelm",1890 bis 1968,,0,,0,0,http://www.deutsche-biographie.de/sfz126363.html
"Bock, Jakob",1604 bis 1651,,0,135551218,0,0,http://www.deutsche-biographie.de/sfz4861.html
"Bloch, Kurt",1900 bis 1976,,0,131867504,1,0,http://www.deutsche-biographie.de/sfz013_00290_1.html
"Bodenheimer, Simeon",geboren 1897,,0,119159368,1,0,http://www.deutsche-biographie.de/sfz014_00189_1.html
"Bohlen, Friedrich Ludwig Graf von",1760 bis 1828,,0,13727405X,0,0,http://www.deutsche-biographie.de/sfz27543.html
"Block, Bendix","erwähnt 1896, gestorben 1912",,0,138605947,0,0,http://www.deutsche-biographie.de/sfz92726.html
"Bodmer, Heinrich",gestorben 1596,,0,138677921,0,0,http://www.deutsche-biographie.de/sfz68206.html
"Bodmer, Samuel",1652 bis 1721,,0,130171700,0,0,http://www.deutsche-biographie.de/sfz014_00230_1.html
"Bockendahl, Johannes Adolf Ludwig",1826 bis 1902,,0,122474856,0,0,http://www.deutsche-biographie.de/sfz014_00088_1.html
"Blume, Wilhelm Hermann von",1867 bis 1927,,0,116208317,0,0,http://www.deutsche-biographie.de/sfz4803.html
"Blümner, Rudolf",1873 bis 1945,,0,11620589X,1,0,http://www.deutsche-biographie.de/sfz013_00414_1.html
"Bloch, Marc",1886 bis 1944,,0,118659081,0,0,http://www.deutsche-biographie.de/sfz123895.html
"Blon, Franz von",geboren 1861,,0,134331125,0,0,http://www.deutsche-biographie.de/sfz013_00362_1.html
"Blum, Richard",gestorben 1268,,0,135943264,0,0,http://www.deutsche-biographie.de/sfz15149.html
"Boecker, Martin",1854 bis 1915,,0,137539134,0,0,http://www.deutsche-biographie.de/sfz31533.html
"Blunck, Hans Friedrich",1888 bis 1961,,0,118512099,1,0,http://www.deutsche-biographie.de/sfz013_00548_1.html
"Blumenthal, Matthias von",1491 oder 1492  bis 1554,,0,136318584,0,0,http://www.deutsche-biographie.de/sfz19430.html
"Blohmke, Maria",geboren 1922,,0,14053766X,0,0,http://www.deutsche-biographie.de/sfz110593.html
"Bock, Anton",gestorben 1945,,0,116213906,0,0,http://www.deutsche-biographie.de/sfz7348.html
"Boehringer, Robert",1884 bis 1974,,0,116221860,0,0,http://www.deutsche-biographie.de/sfz69495.html
"Blumenthal, Franz",1878 bis 1971,,0,117608599,0,0,http://www.deutsche-biographie.de/sfz69485.html
"Boch-Galhau, Luitwin von",1877 bis 1932,,0,143278436,0,0,http://www.deutsche-biographie.de/sfz49063.html
"Bluemblacher, Christoph",1624 bis 1674,,0,124746926,0,0,http://www.deutsche-biographie.de/sfz013_00393_1.html
"Boeminghaus, Hans",1893 bis 1976,,0,143365916,1,0,http://www.deutsche-biographie.de/sfz015082-5.html
"Bloem, Walter",1898 bis verschollen 1945   ,,0,11631463X,0,0,http://www.deutsche-biographie.de/sfz4749.html
"Boas, Friedrich",geboren 1886,,0,101354991,1,0,http://www.deutsche-biographie.de/sfz014_00003_1.html
"Boelling, Christian Johann Dietrich",1760 bis 1837,,0,116223626,0,0,http://www.deutsche-biographie.de/sfz015_00061_1.html
"Bock, Fritz",1911 bis 1993,,0,118660365,0,0,http://www.deutsche-biographie.de/sfz014_00047_1.html
"Bode, Wilhelm",1862 bis 1922,,0,117608866,1,0,http://www.deutsche-biographie.de/sfz014_00149_1.html
"Bloch-Bauer, Therese",1874 bis 1961,,0,124730310,0,0,http://www.deutsche-biographie.de/sfz013_00297_1.html
"Blell, Theodor Josef",1827 bis 1902,,0,128974664,0,0,http://www.deutsche-biographie.de/sfz013_00211_1.html
"Boetzelaer, Rutger van den",unbekannt,,0,100047777,0,0,http://www.deutsche-biographie.de/sfz98069.html
"Bloch, Eduard",1872 bis 1945,,0,124412505,1,0,http://www.deutsche-biographie.de/sfz013278-5.html
"Bock, Franz",unbekannt,,0,11621421X,0,0,http://www.deutsche-biographie.de/sfz114803.html
"Blied, Jakob",1844 bis 1884,,0,103871039,0,0,http://www.deutsche-biographie.de/sfz013_00261_1.html
"Bloch, Emil",1847 bis 1920,,0,117607207,0,0,http://www.deutsche-biographie.de/sfz013_00279_1.html
"Bleicher, Heinrich",19.3.1861 bis 1928,,0,11620138X,0,0,http://www.deutsche-biographie.de/sfz013_00198_1.html
"Bock, Benedikt",1621 bis 1703,,0,120363577,0,0,http://www.deutsche-biographie.de/sfz014_00035_1.html
"Blumauer, Karl",1774 bis 1841,,0,11897307X,0,0,http://www.deutsche-biographie.de/sfz15151.html
"Boetzelaer, Wessel van den",unbekannt,,0,139264841,0,0,http://www.deutsche-biographie.de/sfz98070.html
"Boehler, Eulogius",geboren 1861,,0,120728354,0,0,http://www.deutsche-biographie.de/sfz014_00361_1.html
"Blättner, Hans Samuel",1633 bis 1674,,0,135549159,0,0,http://www.deutsche-biographie.de/sfz4632.html
"Blüher, Hans",1888 bis 1955,,0,118664034,1,0,http://www.deutsche-biographie.de/sfz013_00388_1.html
"Bleichert, Paul Max von",1877 bis 1938,,0,117606855,0,0,http://www.deutsche-biographie.de/sfz4697.html
"Bleichert, Max Adolf von",1875 bis 1947,,0,127574301,0,0,http://www.deutsche-biographie.de/sfz4696.html
"Bohn, Helmut",1914 bis 1998,,0,119326019,0,0,http://www.deutsche-biographie.de/sfz015_00359_1.html
"Boehlich, Walter",1921 bis 2006,,0,115807381,0,0,http://www.deutsche-biographie.de/sfz014_00369_1.html
"Blunck, Ditlev Conrad",1798 bis 1854,,0,132687526,0,0,http://www.deutsche-biographie.de/sfz013_00547_1.html
"Bodmer, Walter",1903 bis 1973,,0,118826824,1,0,http://www.deutsche-biographie.de/sfz014_00231_1.html
"Block, Daniel",1580 bis 1660 oder 1661 ,,0,135549612,0,0,http://www.deutsche-biographie.de/sfz4744.html
"Blumenstock, Johannes",gestorben 1500,,0,136203876,0,0,http://www.deutsche-biographie.de/sfz42255.html
"Blümel, Ernst",1883 bis 1945,,0,116205350,0,0,http://www.deutsche-biographie.de/sfz013_00395_1.html
"Blum, Peter Joseph",1808 bis 1884,,0,119512858,0,0,http://www.deutsche-biographie.de/sfz52607.html
"Boehm, Herta",1911 bis 2002,,0,119048086,1,0,http://www.deutsche-biographie.de/sfz014_00408_1.html
"Blome, Catharine Margarethe von",1740 bis 1794,,0,116204141,0,0,http://www.deutsche-biographie.de/sfz4761.html
"Blum, Robert",1900 bis 1994,,0,118664085,0,0,http://www.deutsche-biographie.de/sfz013_00462_1.html
"Bodenehr, Georg Konrad",1673 bis 1710,,0,123946174,0,0,http://www.deutsche-biographie.de/sfz4901.html
"Bodemer, Johann Jacob",1764 bis 1844,,0,135551455,0,0,http://www.deutsche-biographie.de/sfz4896.html
"Boecker, Friedrich Wilhelm",1818 bis 1861,,0,102434905,0,0,http://www.deutsche-biographie.de/sfz014_00259_1.html
"Boeckel, Peter van",um 1610    bis 1673,,0,122495292,0,0,http://www.deutsche-biographie.de/sfz128128.html
"Bleichröder, Georg von",1857 bis 1902,,0,1015168841,0,0,http://www.deutsche-biographie.de/sfz117928.html
"Blume, Friedrich",1893 bis 1975,,0,11851198X,0,0,http://www.deutsche-biographie.de/sfz013_00485_1.html
"Boeckmann, Kurt von",1885 bis 1950,,0,116217286,0,0,http://www.deutsche-biographie.de/sfz014_00313_1.html
"Block, Anna Katharina",1642 bis 1719,,0,135549604,0,0,http://www.deutsche-biographie.de/sfz4742.html
"Blücher, Wipert von",1883 bis 1963,,0,116204982,1,0,http://www.deutsche-biographie.de/sfz013_00382_1.html
"Boehm, Franz",1880 bis 1945,,0,131363999,0,0,http://www.deutsche-biographie.de/sfz014_00388_1.html
"Boerhaave, Herman",1668 bis 1738,,0,118660829,0,0,http://www.deutsche-biographie.de/sfz127635.html
"Blumentritt, Ferdinand",1853 bis 1913,,0,118664166,1,0,http://www.deutsche-biographie.de/sfz013_00530_1.html
"Blum, Klara",1904 bis 1971,,0,119331551,1,0,http://www.deutsche-biographie.de/sfz013_00450_1.html
"Bodenmüller, Franz Josef",1806 bis 1871,,0,1012178145,0,0,http://www.deutsche-biographie.de/sfz014_00193_1.html
"Bleuler-Waser, Hedwig",1869 bis 1940,,0,11620186X,0,0,http://www.deutsche-biographie.de/sfz4711.html
"Bleines, Walter",1914 bis 1974,,0,1012574792,1,0,http://www.deutsche-biographie.de/sfz013207-5.html
"Bleyl, Fritz",1880 bis 1966,,0,119139847,0,0,http://www.deutsche-biographie.de/sfz114017.html
"Blum, Wilhelm",15.7.1831 bis 1904,,0,133856011,1,0,http://www.deutsche-biographie.de/sfz013_00468_1.html
"Blumenthal, Wolf-Werner von",geboren 1902,,0,138968225,0,0,http://www.deutsche-biographie.de/sfz103205.html
"Bleibtreu, Maximilian",1861 bis 1939,,0,116201347,0,0,http://www.deutsche-biographie.de/sfz4694.html
"Blume, Ludwig",1846 bis 1897,,0,116208260,0,0,http://www.deutsche-biographie.de/sfz122311.html
"Blunck, Andreas",1871 bis 1933,,0,124316344,0,0,http://www.deutsche-biographie.de/sfz013_00549_1.html
"Boer, Oscar",1847 bis 11.7.1897,,0,1018871101,1,0,http://www.deutsche-biographie.de/sfz015_00121_1.html
"Bochmann, Werner",1900 bis 1993,,0,124623883,1,0,http://www.deutsche-biographie.de/sfz014_00026_1.html
"Blöcker, Günter",geboren 1913,,0,116203811,1,0,http://www.deutsche-biographie.de/sfz013_00329_1.html
"Blumenthal, Ernst",1846 bis 1911,,0,116209100,0,0,http://www.deutsche-biographie.de/sfz013_00517_1.html
