name,date,leben,lengthleben,idn,iplace,ibio,url
"Stöckler, Eva Maria",1972 - ,,0,131445502,0,0,http://www.deutsche-biographie.de/pnd131445502.html
Subhadra <Bhikschu>,1852 - 1917,,0,12689017X,0,0,http://www.deutsche-biographie.de/pnd12689017X.html
"Stuart, Robert",1470 - 1544,,0,1013054652,0,0,http://www.deutsche-biographie.de/pnd1013054652.html
Sulaik Ibn-as-Sulaka /as-,[605],,0,102473331,0,0,http://www.deutsche-biographie.de/pnd102473331.html
"Stöberlein, Wolfgang",1589 - 1646,,0,1011597357,1,0,http://www.deutsche-biographie.de/pnd1011597357.html
"Stubenberg, Hedwig Sophia von",1661,,0,130302082,0,0,http://www.deutsche-biographie.de/pnd130302082.html
"Stähr, Wilhelm",1868 - ,,0,133782212,0,0,http://www.deutsche-biographie.de/pnd133782212.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd128799595.html
"Stübinger, Oskar",1910 - 1988,,0,1027188605,0,0,http://www.deutsche-biographie.de/pnd1027188605.html
"Stöckler, Emanuel",1819 - 1893,,0,1021269867,0,0,http://www.deutsche-biographie.de/pnd1021269867.html
"Stötzer, Caspar",[16. Jh.],,0,1031690689,1,0,http://www.deutsche-biographie.de/pnd1031690689.html
Sueno <Aggonis Filius>,[12. Jh.],,0,100961592,0,0,http://www.deutsche-biographie.de/pnd100961592.html
"Stumpe-Speer, Ilona",1964 - ,,0,142760161,0,0,http://www.deutsche-biographie.de/pnd142760161.html
"Störzner, Friedrich Bernhard",1861 - 1933,,0,126451753,0,0,http://www.deutsche-biographie.de/pnd126451753.html
"Stößlein, Doris",1935 - ,,0,119358069,1,0,http://www.deutsche-biographie.de/pnd119358069.html
"Stubenrauch, Anna",1618,,0,128881240,0,0,http://www.deutsche-biographie.de/pnd128881240.html
"Städtler, Johann Leonhard",1758 - 1827,,0,122901584,0,0,http://www.deutsche-biographie.de/pnd122901584.html
"Stöckli, Niklaus",1951 - ,,0,115669507,0,0,http://www.deutsche-biographie.de/pnd115669507.html
"Stubbe- da Luz, Helmut",1950 - ,,0,120454688,0,0,http://www.deutsche-biographie.de/pnd120454688.html
"Stähelin, Johann Ulrich",1802 - ,,0,12859988X,0,0,http://www.deutsche-biographie.de/pnd12859988X.html
"Stöcker, ...",1819-1826,,0,1030062684,1,0,http://www.deutsche-biographie.de/pnd1030062684.html
"Surich, Stefan",1648,,0,1033903817,1,0,http://www.deutsche-biographie.de/pnd1033903817.html
"Stubenberg, Magdalena zu",1552 - 1618,,0,142514934,0,0,http://www.deutsche-biographie.de/pnd142514934.html
"Stürzel, Johann Heinrich",1635 - 1697,,0,101975897X,1,0,http://www.deutsche-biographie.de/pnd101975897X.html
"Summer, Alois",1961 - ,,0,132195933,0,0,http://www.deutsche-biographie.de/pnd132195933.html
Sulpicia <Caleni Uxor>,[1. Jh.],,0,118799398,0,0,http://www.deutsche-biographie.de/pnd118799398.html
"Sturm, Andreas",1713 - 1793,,0,1019760427,1,0,http://www.deutsche-biographie.de/pnd1019760427.html
"Stuckhart, Ferenc",1781 - 1857,,0,1038594103,1,0,http://www.deutsche-biographie.de/pnd1038594103.html
"Sunesøn, Anders",1167 - 1228,,0,119219638,0,0,http://www.deutsche-biographie.de/pnd119219638.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd123975131.html
,,,0,,0,0,http://www.deutsche-biographie.de/pnd173864570.html
"Summerfield, Arthur",1953,,0,127243402,0,0,http://www.deutsche-biographie.de/pnd127243402.html
"Stöckle, Richard",1930 - 1993,,0,1012410161,0,0,http://www.deutsche-biographie.de/pnd1012410161.html
"Supper, Johann Georg",1623 - 1678,,0,122190769,0,0,http://www.deutsche-biographie.de/pnd122190769.html
